,floyd_stance,floyd_followup,username,date,text,hash
32472,0,0,comcast,5/4/20,@Palalala_ We want to help. Are you in an area outage currently? - CJ,h14770531030001667989
32473,0,0,comcast,5/4/20,@Neuro1989 Hi. We'd like to help with the ongoing internet issues and ensure everything gets resolved. Please send a DM with the account info using this link: https://t.co/YZQw8Eh8sN to reach our support team. -Chris,h11832027655555359429
32474,0,0,comcast,5/4/20,@michael_esq1 Hi Michael. We'd like to help get the service issues resolved. What's going on with the phone? -Chris,h2812706305703953699
32475,0,0,comcast,5/4/20,@jasonta66986347 Have you checked your My Account app to see if there's an issue in your area?,h16350918384621469198
32476,0,0,comcast,5/4/20,@Sharat_Chander We're working to get you back up and running ASAP. The My Account app will have the most up to date info. -Christine,h5715655834456448900
32477,0,0,comcast,5/4/20,@Braxton3 We would like to look into what's going on with this outage. Send us a DM here: https://t.co/YZQw8Eh8sN - CJ,h17254417341267350876
32478,0,0,comcast,5/4/20,"@JojoWWII We would love to look into getting someone out to you to check the issue out. Send us a DM here: https://t.co/YZQw8Eh8sN , so we can assist. - CJ",h7407878562474265100
32479,0,0,comcast,5/4/20,"@JojoWWII Hi, Joe! We very much committed to keeping our customers connected during this time. - CJ",h7769994900182298460
32480,0,0,comcast,5/4/20,"@Star_Blight We would love to have you! You can send us a DM here: https://t.co/YZQw8Eh8sN, and we can go over some plans. - CJ",h11615895763565257450
32481,0,0,comcast,5/4/20,"@LCDouglas We want to see if there's anything additional we can do to get you connected, Lindsay. Send us a DM here: https://t.co/YZQw8Eh8sN , for assistance. - CJ",h17293105015686874025
32482,0,0,comcast,5/4/20,@WendyMargolin Hi Wendy. We know how important it is to have reliable internet at this time and we'd like to help. How long have you been noticing the issues? -Chris,h1824644044859450543
32483,0,0,comcast,5/4/20,@datashed What's going on? -Christine,h14601122947384672024
32484,0,0,comcast,5/4/20,@erinnnannn We understand this downtime is very inconvenient and frustrating. We're working to fix the issues in your area ASAP. - CJ,h3345040283176399554
32485,0,0,comcast,5/4/20,@cephalopodeyes Let's see how we can make this right in regard to your bill. Send us a DM here: https://t.co/YZQw8Eh8sN - CJ,h1425912533100441439
32486,0,0,comcast,5/4/20,@Jennife14569319 Hi Jennifer. Does the Xfinity My Account app show an area interruption affecting your location? -Chris,h1772252637476794174
32487,0,0,comcast,5/4/20,@cephalopodeyes We don't want to see you frustrated. Have you been in area outages when these issues have been happening? - CJ,h6505502136987098204
32488,0,0,comcast,5/4/20,@robbski300 Hi. You can manage your email preferences using this link: https://t.co/ML6vYTH0Zk.,h3546621233843855948
32489,0,0,comcast,5/4/20,@ABlackmonAPRN Our support team can assist you with canceling your service. Send us a DM here: https://t.co/YZQw8Eh8sN -Taja,h16977363529904952820
32490,0,0,comcast,5/4/20,@AlyssaLeighKo Our support team can take a closer look into the account to find out what's causing the issues. Send a DM with the account info here: https://t.co/YZQw8Eh8sN and they'll help troubleshoot. -Chris,h4380126556678030676
32491,0,0,comcast,5/4/20,"@JORGE0052 We want to change this experience and correct the internet issues you've been running into. Send us a DM here: https://t.co/YZQw8Eh8sN , so we can get another opinion. - CJ",h4483326414948384264
32492,0,0,comcast,5/4/20,@Lindholm08 Hi Joel. Send us a DM here so we can take a look: https://t.co/YZQw8Eh8sN -Christine,h14259746192768965039
32493,0,0,comcast,5/4/20,@Rabbitt79 We hate to see that you went through this. Are you still running into issues with your connection? - CJ,h11215681360554381495
32494,0,0,comcast,5/4/20,@AlyssaLeighKo Hi Alyssa. We're sorry for the negative phone experience and we'd like to help. Do you know if the My Account app is showing an area interruption when the service goes down? -Chris,h3658808824378303698
32495,0,0,comcast,5/4/20,@ABlackmonAPRN Hi Ashley. I'm able to contact on my end. Make sure you're dialing 1(800) 934-6489. -Taja,h10760312481536942677
32496,0,0,comcast,5/4/20,@Kerb2Eleven Visit https://t.co/erc6LbUouw to find different ways to contact us.,h13399180289645409313
32497,0,0,comcast,5/4/20,"@thecitizensshad Yes, we are!",h9463932511850722983
32498,0,0,comcast,5/4/20,@archiopoli2 Visit: https://t.co/Fs4zTeltUw for our response to COVID-19.-Gabbie,h14748975627265252946
32499,0,0,comcast,5/4/20,@AtlBlerd Send us your account information: https://t.co/9VKWSxhlEK -Gabbie,h3883676296873043705
