,floyd_stance,floyd_followup,username,date,text,hash
12311,0,0,AmericanExpress,5/4/20,"@73Kendra hi, connecting you to our customer care team @AskAmex. ^A",h15824661199120638607
12312,0,0,AmericanExpress,5/4/20,"@niesy hi, connecting you to our customer care team @AskAmex.",h986082837746211919
12313,0,0,AmericanExpress,5/4/20,We’re standing for small businesses by helping them get back to business. #StandForSmall is a one stop shop with resources small businesses can use to navigate this crisis from a growing group of companies who want to help. Visit https://t.co/TrgXCHM3uU #SmallBusiness https://t.co/erlaEH1DJc,h9761431163419583808
12314,0,0,AmericanExpress,5/4/20,@hippiechicknola Connecting you with @AskAmex to see if they can help look into this. ^E,h6233982750650179955
12315,0,0,AmericanExpress,5/4/20,@DesireT94080911 Please call the number on the back of your Card to reach customer care for assistance. ^E,h13279263645580191196
12316,0,0,AmericanExpress,5/4/20,"@Three11G Hi, please call us using the number on the back of your Card for assistance. ^E",h5875701836672833886
12317,0,0,AmericanExpress,5/4/20,@tusharparyani Hi please call the number on the back of your Card for assistance. ^E,h13987529038506871381
12318,0,0,AmericanExpress,5/4/20,"@InTheNickATime Hi, you can find the news here:  https://t.co/F53ez7Td4M ^E",h582921868911817124
12319,0,0,AmericanExpress,5/4/20,@Evan00644096 Connecting you with our social servicing team @AskAmex to help with your questions. ^E,h11828461244281726626
12320,0,0,AmericanExpress,5/4/20,@minati_xo Thanks for the kind words. ^E,h8476914687498891232
12321,0,0,AmericanExpress,5/4/20,@lolacheesecakes Please have your daughter call the number on the back of her Card for assistance. ^E,h5117077916198824565
12322,0,0,AmericanExpress,5/4/20,@will_walsh We understand your concerns &amp; are working to provide our Card Members w/ more value &amp; support during this unprecedented time. You can read the latest news here: https://t.co/sKxJbasCVE If you have any Qs please call us to discuss potential options available to you. ^E,h11113819827130148781
12323,0,0,AmericanExpress,5/4/20,@eristotle_ Please call for assistance using the number on the back of your Card. ^E,h11374059812958489662
12324,0,0,AmericanExpress,5/4/20,@5ed7d5905cb04a8 hi please see these faqs or log into your account: https://t.co/fZb0eQE503 ^E,h351001964558464761
12325,0,0,AmericanExpress,5/4/20,@BigO_723 Connecting you with @AskAmex to assist. ^E,h13731633304657893852
12326,0,0,AmericanExpress,5/4/20,@nora_doly Please have her call the number on the back of her Card for assistance. ^E,h2274698688998290514
12327,0,0,AmericanExpress,5/4/20,@FloFra4 Connecting you with @AskAmex to see if they can help with your question. ^E,h5101757063932927165
12328,0,0,AmericanExpress,5/5/20,@shawnvanhoops Looping in @AskAmex to see if they can check on this. ^E,h119400764816444540
12329,0,0,AmericanExpress,5/5/20,@sambahreini We're sorry to hear about your experience. Connecting you with our social customer care team @AskAmex to see if they can help. ^E,h3607942957210021389
12330,0,0,AmericanExpress,5/5/20,@push_public Connecting you with @AskAmex to help look into this. ^E,h10293051518492452339
12331,0,0,AmericanExpress,5/5/20,"@SandersLonnie hi Lonnie, connecting you to our customer care team @AskAmex. ^A",h1249334855345557879
12332,0,0,AmericanExpress,5/5/20,"@fashionNovuh hi, looping in @AskAmex to assist with your question. ^A",h17566932019668383914
12333,0,0,AmericanExpress,5/5/20,"@SterlNHC thanks for the kind words, we've got your back. ^A",h9894582612867749023
12334,0,0,AmericanExpress,5/5/20,"@FamouslyFoolish Unfortunately, we are experiencing high call volumes and unusually long wait times. We apologize for the inconvenience and recognize this is a frustrating experience. Please try your call again at a later time. We appreciate your patience. ^A",h15420421744563598226
12335,0,0,AmericanExpress,5/5/20,Join us for #GivingTuesdayNow to celebrate and thank our everyday heroes and the nonprofits around the world fighting the impacts of COVID-19. Learn more about the inspiring work of the organizations we are supporting and find out how you can get involved: https://t.co/a5htbJOKCN https://t.co/pSbToZkb7f,h3572683883390587294
12336,0,0,AmericanExpress,5/5/20,"@KediaShekharcpa hi, connecting you to @AmexIndia so they can assist. ^A",h1786426904180258307
12337,0,0,AmericanExpress,5/5/20,"@thaitalian Unfortunately, we are experiencing high call volumes and unusually long wait times. We apologize for the inconvenience and recognize this is a frustrating experience. Please try your call again at a later time. We appreciate your patience. ^A",h3012032478842299290
12338,0,0,AmericanExpress,5/5/20,"@DrmaxSaini hi, bringing in @AmexIndia to see if they can help. ^A",h9287065869411397574
12339,0,0,AmericanExpress,5/5/20,"@RosestLuv hi Roseann, bringing in @AskAmex to assist with your question. ^A",h13732461420168122012
12340,0,0,AmericanExpress,5/5/20,"Building on our partnership with @Hilton to provide 1 million hotel room nights to healthcare workers, we’re contributing $1 million to @WCKitchen to provide healthy meals to healthcare workers during their stay at participating hotels https://t.co/uE6hXqUWkp #GivingTuesdayNow https://t.co/gUuOEzrrtC",h4742757887235827095
12341,0,0,AmericanExpress,5/5/20,"@zhaodanyue hi, connecting you to our customer care team @AskAmex. ^A",h11524136905808457274
12342,0,0,AmericanExpress,5/5/20,@King9999 sorry to hear this. Is there something @AskAmex can try to assist you with? ^A,h9091161586888786220
12343,0,0,AmericanExpress,5/5/20,"@getthept hi, connecting you to our customer care team @AskAmex to see if they can help. ^A",h11682254107252596565
12344,0,0,AmericanExpress,5/6/20,@JeannetteKaplun you're welcome! ^A,h7897287384928027914
12345,0,0,AmericanExpress,5/6/20,"@dlm_3 hi, is there something our customer care team @AskAmex can try to assist you with? ^A",h6962169119499959031
12346,0,0,AmericanExpress,5/6/20,"@stefyy_torres thanks for sharing your feedback, we're happy to help! ^A",h11868209353140658956
12347,0,0,AmericanExpress,5/6/20,"@Ely96467936 hi, is there something our customer care team @AskAmex can try to assist you with? ^A",h10037015654906088698
12348,0,0,AmericanExpress,5/6/20,"@SchumerAndrew Hi, thanks for sharing. You can use your credits for UberEats but also check out this news: https://t.co/BB3jqaCiOH ^E",h11570500167510581407
12349,0,0,AmericanExpress,5/6/20,@kellyrocklein Connecting you with our social customer care team @AskAmex to see if they can help look into this. ^E,h11297549940610265605
12350,0,0,AmericanExpress,5/6/20,@keebs626 Connecting you with @AskAmex to see if they can help. ^E,h14918830320316034042
12351,0,0,AmericanExpress,5/6/20,@TimeNow321 Looping in @AskAmex to see if there is another option. ^E,h5702581385408088156
12352,0,0,AmericanExpress,5/6/20,@champben18 Is there something our social customer care team @AskAmex can help with? ^E,h8443861310984884380
12353,0,0,AmericanExpress,5/6/20,@EllGee15 Connecting you with @AskAmex to help look into this. ^E,h18043870304298822863
12354,0,0,AmericanExpress,5/6/20,@ajaybharti1985 Connecting you with @AmexIndia to try to assist. ^E,h13467586549683638806
12355,0,0,AmericanExpress,5/6/20,@YOGE23 Connecting you with @AmexIndia to assist with your question. ^E,h16492129877295786829
12356,0,0,AmericanExpress,5/6/20,"Our Card Members are turning to contactless payments more than ever, so we raised thresholds for contactless payments in many countries and are reminding merchants signatures are not required at the point of sale. See more in our Digital Payments Survey: https://t.co/pitAWf0w5I https://t.co/v0x1pEBt13",h2971026124900453831
12357,0,0,AmericanExpress,5/6/20,@dtsaltlakecity We’re happy to hear you are enjoying them. ^E,h14986279973428016856
12358,0,0,AmericanExpress,5/6/20,@johanna_1581 Please call the number on the back of your Card for assistance. ^E,h10679824810506361610
12359,0,0,AmericanExpress,5/6/20,@TeamSandy We’re happy to hear you’re enjoying them. ^E,h4049279545595851361
12360,0,0,AmericanExpress,5/7/20,@llovelyshay Connecting you with our social customer care team @AskAmex to help with your question. ^E,h15346865223780528087
12361,0,0,AmericanExpress,5/7/20,@MsAlexisWalters Connecting you with @AskAmex to see if they can help. ^E,h14543899881636381466
12362,0,0,AmericanExpress,5/7/20,@jshickey Looping in @AskAmex to see if they can help look into this. ^E,h6150979779916929225
12363,0,0,AmericanExpress,5/7/20,@mannsym Connecting you with @AskAmex to try to help. ^E,h17958464102750621055
12364,0,0,AmericanExpress,5/7/20,@RichellePeralta @HiltonHonors thank you for everything you're doing to help keep us all safe!,h15957167115206636805
12365,0,0,AmericanExpress,5/7/20,"@PoolGlitter hi, connecting you to our customer care team @AskAmex. ^A",h5075469757752134424
12366,0,0,AmericanExpress,5/7/20,@mini_juneja1 sorry to hear this. Bringing in @AmexIndia to see if they can help. ^A,h16500919827795750438
12367,0,0,AmericanExpress,5/7/20,"We may be celebrating Mother’s Day a little differently this year, but it can just be as special. Here’s how to have Mom’s big day at home while supporting small businesses. Macaroni picture frame optional. #ShopSmall #StayHome https://t.co/RA3y7xNzyM",h16068895209820464141
12368,0,0,AmericanExpress,5/7/20,"With may be celebrating Mother’s Day a little differently this year, but it can just be as special. Here’s how to have Mom’s big bay at home while supporting small businesses. Macaroni picture frame optional. #StayHome #ShopSmall https://t.co/Q2RVOgcT63",h11217021660497983803
12369,0,0,AmericanExpress,5/7/20,"@SrinathRdy hi, connecting you to @AmexIndia for assistance. ^A",h15076775023664738398
12370,0,0,AmericanExpress,5/7/20,"@SchumerAndrew hi, looping in @AskAmex to provide more information. ^A",h8238420900394861466
12371,0,0,AmericanExpress,5/8/20,@rtjagk Hi please check out these FAQs about travel impacted by COVID19: https://t.co/RZvgaGNPRl ^E,h805491695196836231
12372,0,0,AmericanExpress,5/8/20,@MikeBorys Connecting you with our social customer care team @AskAmex to see if they can help look into this. ^E,h16029968441299668389
